smiles	reconstructed	loss	accuracy
>Cc1cc(NC(=O)NCCc2cccc(F)c2)no1<___________________________	>Cc1cc(NC(=O)NCCc2cccc(F)c2)no1<___________________________	0.102651953125	0.9801220338983051
>O=C(Nc1ccc(-n2cncn2)c(F)c1)c1ncn(-c2ccccc2)n1<____________	>O=C(Nc1ccc(-n2cncn2)c(F)c1)c1nnn(-c2ccccc2)n1<____________	0.102651953125	0.9801220338983051
>O=C(Nc1cccc(-c2nc[nH]n2)c1)c1ccc2cc[nH]c2c1<______________	>O=C(Nc1cccc(-c2nc[nH]n2)c1)c1ccc2cc[nH]c2c1<______________	0.102651953125	0.9801220338983051
>Cc1nc(C2CCCCCN2C(=O)N2CCOCC2)no1<_________________________	>Cc1nc(C2CCCCCN2C(=O)N2CCOCC2)no1<_________________________	0.102651953125	0.9801220338983051
>N#Cc1ncn(CC(=O)N2CCCC2c2cccs2)n1<_________________________	>N#Cc1ncn(CC(=O)N2CCCC2c2cccs2)n1<_________________________	0.102651953125	0.9801220338983051
>CCC(C)(C)NC(=O)CSc1nc(-c2ccccc2F)n[nH]1<__________________	>CCC(C)(C)NC(=O)CSc1nc(-c2ccccc2F)n[nH]1<__________________	0.102651953125	0.9801220338983051
>Cc1ccc(C)c(OC(C)C(=O)N2CCNCC2)c1<_________________________	>Cc1ccc(C)c(OC(C)C(=O)N2CCCCC2)c1<_________________________	0.102651953125	0.9801220338983051
>CC1CN(C(=O)CNC(=O)c2c[nH]c3ccccc3c2=O)CC(C)O1<____________	>CC1CN(C(=O)CNC(=O)c2c[nH]c3ccccc3c2=O)CC(N)CO<____________	0.102651953125	0.9801220338983051
>CC1(C)CC(=O)c2cc(C(=O)NCCc3ccco3)c(=O)[nH]c2C1<___________	>CC1(C)CC(=O)c1cc(C(=O)NCCc3ccco3)c(=O)[nH]ccC1<___________	0.102651953125	0.9801220338983051
>CC(C)c1cc(S(N)(=O)=O)c(OC2CC2)cn1<________________________	>CC(C)c1cc(S(N)(=O)NO)c(C2CC2C)cn1<________________________	0.102651953125	0.9801220338983051
>CCNC(=O)CN(CC)c1ccc(N)c(OC)n1<____________________________	>CCNC(=O)CN(CC)c1ccc(N)c(OC)c1<____________________________	0.102651953125	0.9801220338983051
>O=C(NCCOc1ccc2c(c1)OCO2)N1CCOCC1<_________________________	>O=C(NCCOc1ccc2c(c1)OCO2)N1CCOCC1<_________________________	0.102651953125	0.9801220338983051
>COCCCNC(=O)C(C)Nc1cccc(F)c1<______________________________	>COCCCNC(=O)C(C)Nc1cccc(F)c1<______________________________	0.102651953125	0.9801220338983051
>FC(F)(F)c1cnc(NCCCN2CCOCC2)c(Cl_)c1<_______________________	>FC(F)(F)c1cnc(NCCCN2CCOCC2)c(ClO)c1<_______________________	0.102651953125	0.9801220338983051
>NS(=O)(=O)c1cccc(CNC(=O)c2ccoc2)c1<_______________________	>NS(=O)(=O)c1cccc(CNC(=O)c2ccsc2)c1<_______________________	0.102651953125	0.9801220338983051
>CNC(=O)C(C)n1nnc(-c2ccc(Br_)cc2)n1<________________________	>CNC(=O)C(C)n1nnc(-c2ccc(BrN)cc2)n1<________________________	0.102651953125	0.9801220338983051
>Cc1cc2c(cnc3nc(-c4cccnc4)nn32)c(=O)n1N(C)C<_______________	>Cc1ccccccc3nnc(-c4cccnc4)nn32)c(CO)n1C(C)C<_______________	0.102651953125	0.9801220338983051
>CCC(=O)Oc1ccc(C(=O)Nc2ccc(O)cc2)cc1<______________________	>CCC(=O)Oc1ccc(C(=O)Nc2ccc(O)cc2)cc1<______________________	0.102651953125	0.9801220338983051
